Id,Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths
624,623,160,FV,73.5,2117,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1512,2,4,4,Typ,1,3.0,Detchd,2000.0,Unf,2,440,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,12.034691028774553,2268,2.5
625,624,60,RL,80.0,10400,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,4,Y,SBrkr,1790,4,3,8,Min2,1,3.0,Attchd,1972.0,RFn,2,484,3.0,3.0,Y,1,0,0,0,1,0,No Fence,No Shed,11,2006,WD,Normal,12.014609430818934,2522,3.0
626,625,20,RL,87.0,10000,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1116,3,3,5,Typ,0,3.4610389610389616,Attchd,1962.0,Unf,2,440,3.0,3.0,Y,0,0,0,0,1,0,No Fence,No Shed,2,2010,WD,Normal,11.982929094215965,2232,1.5
627,626,20,RL,73.0,12342,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1422,3,3,6,Min1,1,3.0,Attchd,1960.0,RFn,1,286,3.0,3.0,Y,0,0,1,0,0,0,GdWo,Shed,8,2007,WD,Normal,11.848683160653572,2400,1.0
628,627,80,RL,80.0,9600,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,3,3,CBlock,3.0,3.0,3.0,BLQ,GasA,5,Y,SBrkr,1520,3,3,7,Typ,2,4.0,Basment,1955.0,RFn,1,364,3.0,3.0,Y,0,0,1,0,0,0,No Fence,No Shed,3,2010,WD,Normal,11.938193200374572,2676,2.0
629,628,60,RL,70.0,11606,Pave,No Alley,IR1,HLS,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,3,3,PConc,4.0,3.0,3.0,Rec,GasA,3,Y,SBrkr,2080,5,2,9,Typ,2,3.0,Attchd,1969.0,Unf,2,504,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,9,2007,WD,Family,11.813030057420569,3120,2.5
630,629,80,RL,82.0,9020,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,3,3,CBlock,3.0,3.0,4.0,GLQ,GasA,3,Y,SBrkr,1350,3,3,6,Typ,0,3.4610389610389616,Attchd,1964.0,RFn,2,520,3.0,3.0,Y,1,0,0,0,0,0,GdPrv,No Shed,6,2008,WD,Normal,12.034691028774553,2598,2.5
631,630,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2.0,2.0,1.0,Unf,GasA,3,Y,FuseA,1750,3,5,8,Typ,0,3.4610389610389616,Detchd,1937.0,Unf,1,240,2.0,1.0,N,0,0,1,0,0,0,MnPrv,No Shed,6,2006,WD,Abnorml,11.728036844587177,2386,1.0
632,631,120,RL,34.0,4590,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,4,3,PConc,4.0,4.0,2.0,GLQ,GasA,5,Y,SBrkr,1554,2,4,6,Typ,1,4.0,Attchd,2006.0,RFn,2,627,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,8,2007,WD,Normal,12.252479018344332,3108,2.0
633,632,20,RL,85.0,11900,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,3,4,CBlock,3.0,3.0,1.0,ALQ,GasA,3,Y,SBrkr,1411,3,3,6,Typ,1,3.0,Attchd,1977.0,Fin,2,544,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,4,2009,WD,Family,11.320553572322774,2797,2.0
634,633,20,RL,80.0,9250,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,3,Y,SBrkr,1056,3,3,6,Typ,0,3.4610389610389616,Attchd,1954.0,Unf,1,260,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,11.84510277730856,2112,1.5
635,634,90,RL,64.0,6979,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,GLQ,GasA,4,Y,SBrkr,1056,0,3,4,Typ,0,3.4610389610389616,Detchd,1980.0,Unf,2,576,3.0,3.0,Y,1,1,0,0,0,0,GdPrv,Shed,6,2010,WD,Normal,11.877568578558137,2112,2.0
636,635,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3.0,2.0,1.0,LwQ,GasA,5,Y,FuseA,3395,8,2,14,Typ,0,3.4610389610389616,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.9738941261783904,N,0,1,0,0,0,0,No Fence,No Shed,3,2007,WD,Abnorml,12.206072645530176,4320,2.0
637,636,30,RM,51.0,6120,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,BrkTil,3.0,2.0,1.0,Unf,Grav,2,N,FuseA,800,1,2,4,Maj1,1,1.0,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.9738941261783904,N,0,0,0,0,0,0,No Fence,No Shed,1,2009,ConLw,Normal,11.002099841204238,1064,1.0
638,637,190,RM,50.0,6000,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,3,Y,FuseA,1387,3,4,7,Typ,0,3.4610389610389616,BuiltIn,1954.0,Unf,1,256,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,11,2009,WD,Normal,11.440354772135393,2198,2.0
639,638,30,RL,67.0,8777,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,3,3,CBlock,2.0,3.0,1.0,Unf,GasA,4,Y,FuseA,796,2,3,4,Typ,0,3.4610389610389616,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.9738941261783904,P,1,0,1,0,0,0,MnPrv,No Shed,5,2008,WD,Normal,11.350406535472453,1592,1.0
640,639,120,RL,53.0,3982,Pave,No Alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,4.0,3.0,GLQ,GasA,5,Y,SBrkr,1567,1,5,7,Typ,1,4.0,Attchd,2006.0,Fin,3,648,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,10,2006,New,Partial,12.485827127509431,3087,3.0
641,640,120,RL,62.0,12677,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,5,3,PConc,5.0,3.0,4.0,GLQ,GasA,5,Y,SBrkr,1518,1,5,6,Typ,1,4.0,Attchd,2003.0,RFn,2,588,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,4,2008,WD,Normal,12.520883385370205,3036,1.5
642,641,60,FV,73.5,7050,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1929,3,4,7,Typ,1,3.0,Attchd,2001.0,Fin,2,650,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,12.328290278254425,2986,3.5
643,642,80,RL,75.0,13860,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,4,3,CBlock,4.0,3.0,4.0,GLQ,GasA,4,Y,SBrkr,2704,4,5,9,Typ,3,3.0,Attchd,1972.0,Fin,2,538,3.0,3.0,Y,1,1,0,0,0,0,MnPrv,No Shed,7,2009,WD,Normal,12.751299696013493,4656,3.5
644,643,60,RL,80.0,10793,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,5,Y,SBrkr,1620,4,3,7,Min1,0,3.4610389610389616,Attchd,1969.0,Fin,2,462,3.0,3.0,Y,1,0,0,0,0,0,GdWo,No Shed,4,2007,WD,Normal,11.931635799828413,2400,2.5
645,644,20,FV,85.0,9187,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,5,3,PConc,5.0,3.0,2.0,GLQ,GasA,5,Y,SBrkr,1766,2,5,7,Typ,1,4.0,Attchd,2009.0,Fin,3,478,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,10,2009,New,Partial,12.823628446539171,3532,3.5
646,645,20,RL,73.0,10530,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,ALQ,GasA,3,Y,SBrkr,981,3,3,5,Typ,0,3.4610389610389616,Detchd,1979.0,Unf,2,576,3.0,3.0,Y,0,1,1,0,0,0,No Fence,No Shed,3,2007,WD,Normal,11.872346634576989,1962,2.5
647,646,20,RL,60.0,7200,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.5797610681658467,3.0112438510189734,1.6736990154711673,No Basement,GasA,4,Y,SBrkr,1048,3,3,7,Min1,0,3.4610389610389616,Detchd,1950.0,Unf,2,420,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,11.495779306135258,1048,1.0
648,647,20,RL,85.0,10452,Pave,No Alley,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,3,3,CBlock,3.0,3.0,2.0,Rec,GasA,5,Y,SBrkr,1094,3,3,5,Typ,2,4.0,Attchd,1953.0,RFn,2,495,3.0,3.0,Y,0,0,0,0,1,0,No Fence,No Shed,6,2008,WD,Normal,11.951180395901384,2188,1.0
649,648,60,RL,70.0,7700,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1839,4,3,7,Typ,1,3.0,Attchd,1966.0,Unf,2,442,3.0,3.0,Y,0,1,1,0,0,0,No Fence,No Shed,6,2010,WD,Normal,11.951180395901384,2595,1.5
650,649,180,RM,21.0,1936,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4.0,3.0,3.0,BLQ,GasA,4,Y,SBrkr,630,1,3,3,Typ,0,3.4610389610389616,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.9738941261783904,Y,0,0,0,0,0,0,MnPrv,No Shed,12,2007,WD,Normal,11.344506813345266,1260,2.0
651,650,60,FV,65.0,8125,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,No Masonry Veneer,0.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1665,3,4,7,Typ,0,3.4610389610389616,Attchd,2007.0,RFn,2,562,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,5,2008,WD,Normal,12.235388699864226,2478,2.5
652,651,70,RL,60.0,9084,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,Unf,GasA,3,Y,SBrkr,1510,4,3,7,Typ,1,4.0,Detchd,1940.0,Unf,1,296,2.0,1.0,P,1,0,0,0,0,0,MnPrv,No Shed,10,2009,WD,Normal,11.589886506106355,2265,2.0
653,652,60,RL,70.0,8750,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1716,2,4,7,Typ,1,3.0,Attchd,1996.0,RFn,2,512,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,12.160028707028768,2596,2.5
654,653,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1469,3,3,7,Typ,0,3.4610389610389616,Detchd,1906.0,Unf,1,216,3.0,3.0,Y,1,0,1,0,0,0,MnPrv,No Shed,6,2008,WD,Normal,11.813030057420569,2225,1.0
655,654,20,RL,91.0,10437,Pave,No Alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,4,4,PConc,4.0,3.0,4.0,GLQ,GasA,5,Y,SBrkr,2113,2,4,7,Typ,1,3.0,Attchd,1995.0,Fin,3,839,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,8,2008,WD,Normal,12.765688433465595,4222,3.5
656,655,160,RM,21.0,1680,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1092,3,3,6,Typ,0,3.4610389610389616,Detchd,1971.0,Unf,1,264,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,3,2010,WD,Family,11.385092093460345,1617,1.5
657,656,20,RL,72.0,10007,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,4,3,CBlock,3.0,3.0,1.0,ALQ,GasA,5,Y,SBrkr,1053,3,4,5,Typ,0,3.4610389610389616,Attchd,1959.0,RFn,1,312,3.0,3.0,Y,0,0,0,0,0,0,MnPrv,No Shed,8,2008,WD,Normal,11.887931365593687,2106,2.5
658,657,70,RL,60.0,7200,Pave,No Alley,Reg,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,3,2,BrkTil,4.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1502,3,3,6,Typ,1,4.0,Attchd,1931.0,RFn,1,270,3.0,3.0,P,0,0,1,0,0,0,MnPrv,No Shed,2,2008,WD,Normal,11.911701584927595,2278,1.5
659,658,50,RL,78.0,17503,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1458,3,3,6,Typ,1,4.0,Attchd,1948.0,Unf,1,330,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,1,2010,WD,Abnorml,11.487607656985938,2370,1.5
660,659,20,RL,75.0,9937,Pave,No Alley,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3.0,3.0,1.0,BLQ,GasA,5,Y,SBrkr,1486,3,3,7,Typ,0,3.4610389610389616,Detchd,1968.0,Fin,2,480,3.0,3.0,Y,0,0,0,0,0,0,MnPrv,No Shed,3,2009,WD,Normal,12.025749091398893,2972,2.0
661,660,60,RL,80.0,12384,Pave,No Alley,Reg,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,3,3,CBlock,4.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1935,3,3,7,Typ,1,3.0,Attchd,1976.0,RFn,2,550,3.0,3.0,Y,0,1,1,0,0,0,No Fence,No Shed,11,2007,WD,Normal,12.195517131590655,2728,2.5
662,661,60,RL,52.0,46589,Pave,No Alley,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,4,3,PConc,4.0,4.0,1.0,GLQ,GasA,5,Y,SBrkr,2448,4,4,8,Typ,1,3.0,Attchd,1994.0,RFn,3,711,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,12.904207367601158,4077,3.5
663,662,20,RL,120.0,13560,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,3,3,CBlock,2.0,2.0,1.0,Unf,GasA,4,Y,SBrkr,1392,2,3,5,Maj2,2,3.0,Attchd,1968.0,RFn,2,576,3.0,3.0,Y,0,0,1,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.608235644774554,2784,2.0
664,663,85,RL,90.0,10012,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,3.0,BLQ,GasA,3,Y,SBrkr,1181,3,3,6,Typ,0,3.4610389610389616,Detchd,1974.0,RFn,2,588,3.0,3.0,Y,0,0,1,0,0,0,MnPrv,No Shed,4,2008,WD,Normal,11.831379196088765,2319,3.0
665,664,20,RL,49.0,20896,Pave,No Alley,IR2,Lvl,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,2.0,GLQ,GasA,5,Y,SBrkr,2097,1,5,8,Typ,1,5.0,Attchd,2005.0,Fin,3,1134,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,1,2006,New,Partial,12.955127458028414,4174,2.5
666,665,60,RL,106.0,11194,Pave,No Alley,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1936,3,4,7,Typ,1,3.0,Attchd,2000.0,RFn,2,504,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,11,2006,WD,Normal,12.348006141418841,3342,2.5
667,666,60,RL,73.0,18450,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,3,4,CBlock,4.0,3.0,1.0,LwQ,GasA,3,Y,SBrkr,2380,3,3,7,Sev,1,1.0,CarPort,1965.0,Unf,2,596,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,8,2007,WD,Abnorml,11.767567683343811,3401,2.5
668,667,20,RL,65.0,8125,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,3,3,PConc,4.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1679,3,4,7,Typ,1,2.0,Attchd,1994.0,RFn,2,575,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,10,2008,WD,Normal,12.173032791451972,3087,3.0
669,668,20,RL,71.0,14175,Pave,No Alley,Reg,Bnk,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,4,Y,SBrkr,1437,3,3,6,Min2,1,3.0,Detchd,1999.0,Unf,2,576,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,11,2006,WD,Normal,12.031719258385394,2625,2.5
670,669,30,RL,80.0,11600,Pave,No Alley,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1180,2,2,5,Typ,1,4.0,Detchd,1922.0,Unf,1,252,3.0,2.0,Y,0,0,1,0,0,0,No Fence,No Shed,7,2006,WD,Normal,11.831379196088765,1880,1.0
671,670,60,RL,64.0,8633,Pave,No Alley,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1476,3,4,7,Typ,0,3.4610389610389616,Attchd,2005.0,Fin,2,540,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,2,2009,WD,Normal,12.063932878369052,2214,3.5
672,671,70,RH,54.0,6629,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3.0,3.0,1.0,BLQ,GasA,3,N,SBrkr,1369,3,3,6,Typ,0,3.4610389610389616,Detchd,1930.0,Unf,1,300,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.548292608807518,2041,3.0
673,672,20,RL,68.0,11250,Pave,No Alley,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,CBlock,4.0,3.0,1.0,ALQ,GasA,3,Y,SBrkr,1208,3,3,6,Typ,1,3.0,Attchd,1977.0,RFn,2,546,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,12.013700752882716,2416,2.5
674,673,20,RL,110.0,14442,Pave,No Alley,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,3,3,PConc,3.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1839,3,4,7,Typ,2,3.0,Attchd,1957.0,Fin,2,416,3.0,3.0,Y,0,1,0,0,1,0,No Fence,No Shed,6,2007,WD,Normal,12.458774999085927,3316,3.0
675,674,20,RL,80.0,9200,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,3,Y,SBrkr,1136,3,3,5,Typ,1,4.0,Attchd,1965.0,RFn,1,384,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,11.849397701591439,2272,2.0
676,675,160,RL,24.0,2289,Pave,No Alley,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3.0,3.0,1.0,ALQ,GasA,3,Y,SBrkr,1441,3,3,7,Typ,1,3.0,Attchd,1978.0,Unf,2,440,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,4,2009,WD,Normal,11.908340237224893,2296,2.5
677,676,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,3,3,BrkTil,3.0,2.0,1.0,Unf,GasW,2,N,SBrkr,1774,4,3,8,Min2,0,3.4610389610389616,2Types,1920.0,Unf,3,779,2.0,2.0,N,0,0,1,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.37366339763672,2869,3.0
678,677,30,RL,52.0,9022,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,792,2,4,5,Typ,0,3.4610389610389616,Detchd,1924.0,Unf,1,240,2.0,2.0,N,1,0,1,0,0,0,No Fence,No Shed,5,2009,WD,Normal,11.603679828238691,1560,1.0
