,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1382,998,764,0,No Alley,4,1Fam,3,1,Unf,1.0,0.0,2,Y,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,1,Typ,576.0,2.0,3,Unf,3,Detchd,1989.0,1762,1,GasA,5,2Story,1383,4,Lvl,Gtl,7200,Corner,60.0,Reg,70,RM,0.0,None,No Shed,10,OldTown,0,7,7,N,0,CompShg,Hip,Normal,11.964001084330445,WD,0,Pave,8,596.0,1,1920,1950,2006
1383,1416,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,4,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,2,Typ,576.0,2.0,3,Unf,3,Attchd,2007.0,1416,0,GasA,5,1Story,1384,4,Lvl,Gtl,25339,Inside,72.0,Reg,30,RL,0.0,None,No Shed,8,Sawyer,0,7,5,N,0,CompShg,Gable,Normal,11.626254150277232,WD,0,Pave,7,816.0,0,1918,2007,2007
1384,698,560,0,No Alley,2,1Fam,3,2,Rec,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,WdShing,Wd Shng,MnPrv,3.4429619746497666,0,BrkTil,1,Typ,280.0,1.0,3,Unf,3,Detchd,1939.0,1258,0,GasA,3,1.5Fin,1385,3,Lvl,Gtl,9060,Inside,60.0,Reg,50,RL,0.0,None,No Shed,10,Edwards,0,5,6,P,0,CompShg,Gable,Normal,11.56171562913966,WD,0,Pave,6,560.0,0,1939,1950,2009
1385,796,358,0,No Alley,3,1Fam,3,1,BLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,MnPrv,3.4429619746497666,0,BrkTil,1,Typ,240.0,1.0,3,Unf,3,Detchd,1922.0,1154,0,GasA,4,1.5Fin,1386,4,Lvl,Gtl,5436,Inside,40.0,Reg,50,RM,0.0,None,No Shed,5,IDOTRR,1,8,4,N,0,CompShg,Gable,Normal,11.740061037553975,WD,0,Pave,7,796.0,0,1922,2007,2010
1386,1392,1392,0,No Alley,5,1Fam,3,1,BLQ,1.0,0.0,4,Y,RRAn,Norm,SBrkr,0,3,3,Plywood,Plywood,MnPrv,3,2,CBlock,3,Typ,564.0,2.0,3,RFn,3,Attchd,1978.0,2784,1,GasA,3,2Story,1387,4,Lvl,Gtl,16692,Inside,80.0,IR1,60,RL,184.0,BrkFace,No Shed,7,NWAmes,1,5,7,Y,1,CompShg,Gable,Normal,12.429216196844383,WD,1,Pave,12,1392.0,0,1978,1978,2006
1387,1664,862,0,Grvl,5,1Fam,3,1,Rec,0.0,0.0,3,N,Artery,Norm,SBrkr,0,4,3,Stucco,Stucco,GdWo,4,1,BrkTil,2,Typ,216.0,1.0,3,Unf,3,Detchd,1916.0,2526,0,GasW,3,1.5Fin,1388,4,Lvl,Gtl,8520,Inside,60.0,Reg,50,RM,0.0,None,No Shed,8,OldTown,1,7,6,Y,0,CompShg,Gable,Family,11.820410164718188,CWD,0,Pave,10,714.0,1,1916,1950,2007
1388,1746,0,0,No Alley,3,1Fam,3,4,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,5,VinylSd,VinylSd,No Fence,4,2,PConc,2,Typ,758.0,3.0,3,Fin,3,Attchd,2006.0,1746,0,GasA,5,1Story,1389,5,HLS,Gtl,14892,CulDSac,42.0,IR1,20,RL,160.0,Stone,No Shed,10,Gilbert,1,5,9,Y,0,CompShg,Gable,Normal,12.841325847671216,WD,0,Pave,7,1746.0,1,2006,2007,2009
1389,869,349,0,No Alley,3,1Fam,4,1,ALQ,0.0,1.0,3,Y,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,No Fence,4,1,BrkTil,1,Typ,440.0,2.0,3,Unf,3,Detchd,2003.0,1218,0,GasA,5,1.5Fin,1390,3,Lvl,Gtl,6000,Inside,60.0,Reg,50,RM,0.0,None,No Shed,3,BrkSide,0,6,6,Y,0,CompShg,Gable,Normal,11.782952602183288,WD,0,Pave,6,735.0,0,1941,1950,2007
1390,1525,0,0,No Alley,3,1Fam,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,541.0,2.0,3,RFn,3,Attchd,2000.0,1525,0,GasA,5,1Story,1391,4,Lvl,Gtl,9100,Inside,70.0,Reg,20,RL,244.0,BrkFace,No Shed,9,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.367340793126296,WD,0,Pave,6,1525.0,1,2000,2000,2006
1391,1584,0,0,No Alley,4,Duplex,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.4429619746497666,0,CBlock,2,Mod,792.0,3.0,3,Unf,3,Detchd,1967.0,1584,0,GasA,3,1Story,1392,3,Lvl,Gtl,8944,Inside,65.0,Reg,90,RL,0.0,None,No Shed,4,NAmes,1,5,5,Y,0,CompShg,Gable,Normal,11.728036844587175,WD,0,Pave,8,1584.0,0,1967,1967,2009
1392,900,0,0,No Alley,3,1Fam,3,3,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,MnWw,1,1,CBlock,1,Typ,288.0,1.0,3,RFn,3,Attchd,1967.0,900,0,GasA,3,SFoyer,1393,3,Lvl,Gtl,7838,Inside,68.0,Reg,85,RL,0.0,None,No Shed,12,NAmes,1,5,5,Y,0,CompShg,Gable,Normal,11.719939634354555,WD,0,Pave,6,864.0,1,1967,1967,2006
1393,1221,691,0,Pave,3,2fmCon,3,1,Unf,0.0,0.0,2,N,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,3,1,BrkTil,2,Typ,672.0,2.0,3,Unf,4,Detchd,2003.0,1912,0,GasA,5,1.5Fin,1394,3,Lvl,Gtl,10800,Inside,60.0,Reg,190,RM,0.0,None,No Shed,4,OldTown,1,7,6,Y,0,CompShg,Gable,Normal,12.0015054797889,WD,0,Pave,7,482.0,0,1905,2000,2008
1394,1500,0,0,No Alley,2,TwnhsE,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,648.0,3.0,3,Fin,3,Attchd,2006.0,1500,0,GasA,5,1Story,1395,4,Lvl,Gtl,4045,Inside,53.0,Reg,120,RL,45.0,BrkFace,No Shed,10,Blmngtn,1,5,7,Y,0,CompShg,Hip,Partial,12.415433652431746,New,0,Pave,6,1356.0,1,2006,2006,2006
1395,1133,1349,0,No Alley,4,1Fam,4,4,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,642.0,3.0,3,Fin,3,BuiltIn,2005.0,2482,1,GasA,5,2Story,1396,4,Lvl,Gtl,12665,Inside,88.0,IR1,60,RL,245.0,BrkFace,No Shed,2,Timber,1,5,8,Y,0,CompShg,Hip,Normal,12.54686766829102,WD,0,Pave,9,1094.0,1,2005,2006,2007
1396,1687,0,0,No Alley,3,1Fam,3,3,BLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,3,2,CBlock,1,Min1,572.0,2.0,3,Unf,3,Detchd,1966.0,1687,0,GasA,3,1Story,1397,3,Bnk,Sev,57200,Inside,82.0,IR1,20,RL,0.0,None,No Shed,6,Timber,0,5,5,N,0,CompShg,Gable,Normal,11.982929094215963,WD,0,Pave,7,747.0,0,1948,1950,2010
1397,939,574,0,No Alley,4,1Fam,3,2,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,1,Typ,180.0,1.0,2,Unf,2,Detchd,1933.0,1513,1,GasA,5,2Story,1398,3,Lvl,Gtl,6120,Inside,51.0,Reg,70,RM,0.0,None,No Shed,5,BrkSide,0,8,5,N,0,CompShg,Gable,Normal,11.831379196088763,WD,0,Pave,8,939.0,1,1920,2004,2007
1398,1136,768,0,No Alley,3,1Fam,3,1,Rec,1.0,0.0,3,Y,Norm,Norm,FuseA,1,3,3,VinylSd,Wd Sdng,GdPrv,3.4429619746497666,0,CBlock,1,Min1,240.0,1.0,3,Unf,3,Attchd,1950.0,1904,1,GasA,4,1.5Fin,1399,3,Lvl,Gtl,7200,Inside,60.0,Reg,50,RL,0.0,None,No Shed,5,NAmes,0,4,5,Y,0,CompShg,Gable,Normal,11.835008964139341,WD,0,Pave,7,1208.0,0,1950,1982,2009
1399,1160,448,0,No Alley,3,1Fam,3,1,BLQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,WdShing,Wd Shng,MnPrv,4,1,BrkTil,2,Typ,216.0,1.0,3,Unf,2,Detchd,1925.0,1608,1,GasA,5,1.5Fin,1400,4,Lvl,Gtl,6171,Inside,51.0,Reg,50,RL,0.0,None,No Shed,10,SWISU,1,6,6,Y,0,CompShg,Gable,Normal,11.83101549359339,WD,0,Pave,7,976.0,1,1925,1990,2009
1400,950,208,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,3,WdShing,Wd Shng,No Fence,4,1,BrkTil,1,Typ,208.0,1.0,3,RFn,3,BuiltIn,1929.0,1158,0,GasA,3,1.5Fin,1401,3,Lvl,Gtl,6000,Corner,50.0,Reg,50,RM,0.0,None,No Shed,7,BrkSide,0,7,6,Y,0,CompShg,Gable,Normal,11.695247021764184,WD,0,Pave,5,862.0,0,1929,1950,2008
1401,864,729,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,398.0,2.0,3,Fin,3,Attchd,2004.0,1593,1,GasA,5,2Story,1402,3,Lvl,Gtl,7415,Inside,62.0,IR1,60,RL,0.0,None,No Shed,4,Gilbert,1,5,6,Y,0,CompShg,Gable,Normal,12.170445467887022,WD,0,Pave,8,839.0,1,2004,2004,2008
1402,1294,0,0,No Alley,2,1Fam,4,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,662.0,2.0,3,RFn,3,Attchd,2006.0,1294,0,GasA,5,1Story,1403,4,Lvl,Gtl,6762,Inside,64.0,Reg,20,RL,0.0,None,No Shed,7,CollgCr,1,5,7,Y,0,CompShg,Gable,Partial,12.174989532116426,New,0,Pave,6,1286.0,1,2006,2006,2006
1403,1464,0,0,No Alley,3,1Fam,3,4,GLQ,1.0,0.0,4,Y,RRAn,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,754.0,3.0,3,Unf,3,Attchd,2007.0,1464,0,GasA,5,1Story,1404,4,Lvl,Gtl,15256,CulDSac,49.0,IR1,20,RL,84.0,Stone,No Shed,8,Somerst,1,5,8,Y,0,CompShg,Gable,Normal,12.552926520261092,WD,0,Pave,6,1485.0,1,2007,2007,2007
1404,694,520,0,Grvl,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Artery,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,MnPrv,3.4429619746497666,0,PConc,1,Typ,936.0,3.0,3,Unf,3,Detchd,1998.0,1214,0,GasA,3,1.5Fin,1405,3,Lvl,Gtl,10410,Corner,60.0,Reg,50,RL,0.0,None,No Shed,1,OldTown,0,4,3,Y,0,CompShg,Gable,Family,11.56171562913966,WD,0,Pave,6,672.0,1,1915,1950,2006
1405,1646,0,0,No Alley,2,TwnhsE,3,4,GLQ,1.0,1.0,5,Y,Norm,Norm,SBrkr,0,3,4,CemntBd,CmentBd,No Fence,4,1,PConc,2,Typ,482.0,2.0,3,Fin,3,Attchd,2004.0,1646,0,GasA,5,1Story,1406,4,HLS,Mod,3842,Inside,44.0,IR1,120,RM,174.0,Stone,No Shed,1,Crawfor,1,5,8,Y,0,CompShg,Hip,Normal,12.524526376648708,WD,1,Pave,5,1594.0,1,2004,2005,2008
1406,768,0,0,No Alley,2,1Fam,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Wd Shng,MnPrv,3.4429619746497666,0,CBlock,1,Typ,396.0,2.0,3,Unf,3,Detchd,1988.0,768,0,GasA,3,SFoyer,1407,3,Lvl,Gtl,8445,Corner,70.0,Reg,85,RL,0.0,None,No Shed,3,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,11.79810440720389,WD,0,Pave,5,768.0,1,1972,2007,2009
1407,833,0,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,MnPrv,3.4429619746497666,0,CBlock,1,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,833,0,GasA,5,1Story,1408,3,Lvl,Gtl,8780,Corner,74.0,IR1,20,RL,0.0,None,No Shed,3,Mitchel,0,5,5,Y,0,CompShg,Gable,Normal,11.626254150277232,WD,0,Pave,5,833.0,0,1985,1985,2009
1408,741,622,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,2,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,1,Typ,528.0,2.0,3,Unf,3,Detchd,1966.0,1363,0,GasA,4,2Story,1409,3,Lvl,Gtl,7740,Inside,60.0,Reg,70,RM,0.0,None,No Shed,6,OldTown,0,7,4,Y,0,CompShg,Gable,Normal,11.740061037553975,WD,1,Pave,6,622.0,0,1910,1950,2010
1409,1236,857,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,MnPrv,3,1,CBlock,2,Typ,542.0,2.0,3,Fin,3,Attchd,1986.0,2093,1,GasA,4,2Story,1410,3,Lvl,Gtl,20544,CulDSac,46.0,IR1,60,RL,123.0,BrkFace,No Shed,11,NWAmes,1,6,7,Y,0,CompShg,Gable,Normal,12.2783933071098,WD,0,Pave,7,791.0,1,1986,1991,2008
1410,944,896,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,622.0,2.0,3,RFn,3,Attchd,2001.0,1840,1,GasA,5,2Story,1411,4,Lvl,Gtl,12420,Inside,79.0,Reg,60,RL,0.0,None,No Shed,6,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.345834587905333,WD,0,Pave,6,944.0,0,2001,2001,2009
1411,1112,556,0,No Alley,3,1Fam,3,1,BLQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,MnPrv,3.4429619746497666,0,CBlock,1,Min2,271.0,1.0,3,Unf,3,Attchd,1950.0,1668,1,GasA,5,1.5Fin,1412,3,Lvl,Gtl,9600,Inside,80.0,Reg,50,RL,0.0,None,No Shed,9,NAmes,0,8,6,Y,0,CompShg,Gable,Normal,11.84939770159144,WD,0,Pave,6,856.0,0,1950,2005,2009
1412,1040,0,0,No Alley,2,Duplex,3.0028198801550934,1.6707789918928446,No Basement,0.0,0.0,3.576814658210007,N,Norm,Norm,FuseF,0,3,3,BrkFace,Stone,No Fence,3.4429619746497666,0,Slab,2,Typ,420.0,2.0,3,Unf,3,Detchd,1956.0,1040,0,Wall,2,1Story,1413,3,Lvl,Gtl,7200,Inside,60.0,Reg,90,RL,0.0,None,No Shed,6,NAmes,0,5,4,Y,0,CompShg,Gable,Normal,11.407564949312402,WD,0,Pave,6,0.0,0,1949,1950,2009
1413,1844,0,0,No Alley,2,1Fam,4,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,620.0,2.0,3,Fin,3,Attchd,2005.0,1844,0,GasA,5,1Story,1414,4,Lvl,Gtl,10994,Corner,88.0,IR1,20,RL,366.0,Stone,No Shed,9,SawyerW,1,5,8,Y,0,CompShg,Gable,Abnorml,12.456831363877356,COD,0,Pave,7,1844.0,1,2005,2006,2009
1414,1053,795,0,Pave,4,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,4,1,BrkTil,1,Typ,370.0,2.0,3,Unf,3,Detchd,1922.0,1848,1,GasA,4,1.5Fin,1415,4,Bnk,Gtl,13053,Inside,64.0,Reg,50,RL,0.0,None,No Shed,6,BrkSide,0,7,6,N,0,CompShg,Gambrel,Normal,12.240474072247506,WD,1,Pave,8,833.0,0,1923,2000,2008
1415,1569,0,0,No Alley,1,TwnhsE,3,1,ALQ,0.0,1.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,660.0,3.0,3,RFn,3,Attchd,2007.0,1569,0,GasA,5,1Story,1416,4,Lvl,Gtl,3635,Inside,51.0,Reg,120,RL,130.0,BrkFace,No Shed,5,Blmngtn,1,5,7,Y,0,CompShg,Hip,Normal,12.077670930725649,WD,0,Pave,7,1386.0,1,2007,2007,2009
1416,1246,1044,0,No Alley,4,2fmCon,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,3,VinylSd,AsbShng,No Fence,3.4429619746497666,0,PConc,2,Typ,560.0,2.0,3,Unf,3,Detchd,1971.0,2290,0,GasA,4,2Story,1417,3,Lvl,Gtl,11340,Inside,60.0,Reg,190,RM,0.0,None,No Shed,4,OldTown,0,6,4,N,0,CompShg,Gable,Normal,11.715866308966918,WD,0,Pave,11,777.0,0,1885,1950,2010
1417,1310,1140,0,No Alley,3,1Fam,3,2,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,1069.0,3.0,3,Fin,3,Attchd,1998.0,2450,1,GasA,5,2Story,1418,4,Lvl,Gtl,16545,Inside,89.0,IR1,60,RL,731.0,BrkFace,No Shed,5,NoRidge,1,5,8,Y,0,CompShg,Gable,Normal,12.736700896592344,WD,0,Pave,7,1284.0,0,1998,1998,2009
1418,1144,0,0,No Alley,3,1Fam,3,1,BLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,1,Typ,336.0,1.0,3,Unf,3,Detchd,1962.0,1144,1,GasA,3,1Story,1419,3,Lvl,Gtl,9204,Inside,71.0,Reg,20,RL,0.0,None,No Shed,8,NAmes,1,5,5,Y,0,CompShg,Gable,Normal,11.728036844587175,COD,0,Pave,6,1144.0,0,1963,1963,2008
1419,1844,0,0,No Alley,3,1Fam,3,3,Rec,1.0,0.0,3,Y,Norm,Norm,SBrkr,1,4,4,Plywood,Plywood,No Fence,3,1,CBlock,2,Typ,540.0,2.0,3,RFn,3,Attchd,1969.0,1844,0,GasA,4,1Story,1420,4,Lvl,Gtl,16381,Inside,70.0,IR1,20,RL,312.0,BrkFace,No Shed,12,Crawfor,1,5,6,Y,0,CompShg,Gable,Normal,12.314927050442256,WD,0,Pave,7,1844.0,0,1969,1969,2006
1420,708,708,0,No Alley,3,1Fam,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3,1,CBlock,2,Typ,776.0,2.0,3,RFn,3,Attchd,1968.0,1416,1,GasA,4,2Story,1421,3,Lvl,Gtl,11700,Corner,90.0,Reg,60,RL,420.0,BrkFace,No Shed,5,NWAmes,1,6,6,Y,0,CompShg,Gable,Normal,12.100156419938624,WD,1,Pave,7,708.0,0,1968,1968,2006
1421,1069,0,0,No Alley,2,TwnhsE,3,1,ALQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,2,1,CBlock,2,Typ,440.0,2.0,3,RFn,3,Attchd,1977.0,1069,0,GasA,3,1Story,1422,3,Lvl,Gtl,4043,Inside,53.0,Reg,120,RL,0.0,None,No Shed,7,NPkVill,1,5,6,Y,0,CompShg,Gable,Normal,11.755871643580617,WD,1,Pave,4,1069.0,0,1977,1977,2010
1422,848,0,0,No Alley,1,TwnhsE,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,1,Typ,420.0,2.0,3,Fin,3,Attchd,2003.0,848,0,GasA,5,1Story,1423,4,Lvl,Gtl,4435,Inside,37.0,Reg,120,RM,170.0,BrkFace,No Shed,3,CollgCr,0,5,6,Y,0,CompShg,Gable,Normal,11.824079893607152,WD,0,Pave,3,848.0,1,2003,2003,2008
1423,1575,626,0,No Alley,4,1Fam,3,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,4,Plywood,Plywood,GdPrv,4,1,CBlock,2,Typ,432.0,2.0,4,Unf,4,Attchd,1966.0,2201,0,GasA,3,SLvl,1424,4,Lvl,Gtl,19690,CulDSac,65.0,IR1,80,RL,0.0,None,No Shed,8,Edwards,1,7,6,Y,1,Tar&Grv,Flat,Alloca,12.524417279788771,WD,0,Pave,8,697.0,1,1966,1966,2006
1424,1344,0,0,No Alley,2,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,GdWo,3,1,CBlock,1,Min1,484.0,1.0,3,Unf,3,Detchd,1970.0,1344,0,GasA,3,1Story,1425,3,Lvl,Gtl,9503,Inside,73.0,Reg,20,RL,0.0,None,No Shed,6,NAmes,1,5,5,Y,0,CompShg,Hip,Normal,11.877568578558138,WD,0,Pave,6,1024.0,1,1958,1983,2007
1425,1252,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,1,Typ,528.0,2.0,3,Unf,3,Detchd,1960.0,1252,0,GasA,5,1Story,1426,4,Lvl,Gtl,10721,Inside,80.0,IR1,20,RL,243.0,Stone,No Shed,10,NAmes,1,6,6,Y,0,CompShg,Hip,Normal,11.863582336583399,WD,0,Pave,7,1252.0,0,1959,1959,2008
1426,1223,904,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,2,PConc,2,Typ,525.0,2.0,3,RFn,3,Attchd,1994.0,2127,1,GasA,5,2Story,1427,4,Lvl,Gtl,10944,Inside,81.0,IR1,60,RL,448.0,BrkFace,No Shed,8,NoRidge,1,5,7,Y,0,CompShg,Gable,Normal,12.509874099861838,WD,0,Pave,5,1223.0,1,1994,1994,2008
1427,1048,510,0,Grvl,3,1Fam,3,1,BLQ,1.0,0.0,3,Y,Artery,Norm,FuseA,0,3,3,MetalSd,MetalSd,No Fence,3,1,CBlock,1,Typ,288.0,1.0,3,Unf,3,Attchd,1962.0,1558,1,GasA,3,1.5Fin,1428,3,Bnk,Gtl,10930,Inside,60.0,Reg,50,RL,0.0,None,No Shed,4,NAmes,0,6,5,Y,0,CompShg,Gable,Normal,11.84939770159144,WD,0,Pave,6,913.0,0,1945,1950,2008
1428,804,0,0,No Alley,2,1Fam,3,1,BLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,1,4,3,MetalSd,MetalSd,MnPrv,4,2,CBlock,1,Typ,240.0,1.0,3,Unf,3,Attchd,1940.0,804,0,GasA,3,1Story,1429,4,Lvl,Gtl,7200,Corner,60.0,Reg,30,RM,294.0,Stone,No Shed,2,OldTown,0,7,5,Y,0,CompShg,Gable,Abnorml,11.686878772093667,WD,0,Pave,4,788.0,0,1940,1992,2010
1429,1440,0,0,No Alley,3,1Fam,3,1,BLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,1,4,4,MetalSd,MetalSd,No Fence,3,1,CBlock,2,Typ,467.0,2.0,3,Fin,3,Attchd,1981.0,1440,0,GasA,5,1Story,1430,4,Lvl,Gtl,12546,Corner,80.0,IR1,20,RL,310.0,BrkFace,No Shed,4,NWAmes,0,7,6,Y,0,CompShg,Gable,Normal,12.116694834378958,WD,0,Pave,7,1440.0,0,1981,1981,2007
1430,734,1104,0,No Alley,4,1Fam,4,3,Unf,0.0,0.0,4,Y,RRAn,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,372.0,2.0,3,Fin,3,BuiltIn,2005.0,1838,1,GasA,5,2Story,1431,3,Lvl,Gtl,21930,Inside,60.0,IR3,60,RL,0.0,None,No Shed,7,Gilbert,1,5,5,Y,0,CompShg,Gable,Normal,12.16597955196373,WD,0,Pave,7,732.0,1,2005,2005,2006
1431,958,0,0,No Alley,2,TwnhsE,3,1,LwQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.4429619746497666,0,CBlock,2,Typ,440.0,2.0,3,RFn,3,Attchd,1976.0,958,0,GasA,3,1Story,1432,3,Lvl,Gtl,4928,Inside,24.0,IR1,120,RL,0.0,None,No Shed,10,NPkVill,1,6,6,Y,0,CompShg,Gable,Normal,11.875830958659597,WD,0,Pave,5,958.0,0,1976,1976,2009
1432,968,0,0,Grvl,4,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,2,Typ,216.0,1.0,2,Unf,2,Detchd,1928.0,968,0,GasA,3,1Story,1433,3,Lvl,Gtl,10800,Inside,60.0,Reg,30,RL,0.0,None,No Shed,8,OldTown,0,6,4,Y,0,CompShg,Gable,Normal,11.074420502783864,WD,0,Pave,5,656.0,0,1927,2007,2007
1433,962,830,0,No Alley,3,1Fam,3,1,Unf,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,451.0,2.0,3,Fin,3,Attchd,2000.0,1792,1,GasA,5,2Story,1434,3,Lvl,Gtl,10261,Inside,93.0,IR1,60,RL,318.0,BrkFace,No Shed,5,Gilbert,0,5,6,Y,0,CompShg,Gable,Normal,12.136186518066006,WD,0,Pave,8,936.0,0,2000,2000,2008
1434,1126,0,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,BrkFace,BrkFace,No Fence,4,1,CBlock,2,Typ,484.0,2.0,3,RFn,3,Attchd,1977.0,1126,0,GasA,2,1Story,1435,3,Low,Mod,17400,Inside,80.0,Reg,20,RL,0.0,None,No Shed,5,Mitchel,1,5,5,P,0,CompShg,Gable,Normal,11.982929094215963,WD,0,Pave,5,1126.0,1,1977,1977,2006
