Id,Unnamed: 0,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,TotalBaths
1820,359,0,No Alley,2,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,3,3,Stucco,Stucco,No Fence,4.0,1,BrkTil,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,816,GasA,5,1Story,3.0,Lvl,Gtl,3300,Inside,60.0,Reg,30,C (all),0.0,None,No Shed,6,OldTown,1,3,4,N,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1910,1950,2009,1440.0,1.0
1821,360,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,1,3,2,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,Typ,207.0,1.0,3.0,Unf,2.0,Detchd,1920.0,1480,GasA,5,1.5Fin,3.0,Lvl,Gtl,5400,Inside,60.0,Reg,50,RM,0.0,None,No Shed,9,OldTown,0,6,6,Y,0,CompShg,Gable,Family,,ConLI,0,Pave,6,0,1920,1950,2009,2016.0,1.0
1822,361,0,Grvl,4,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,MnPrv,3.4429619746497666,0,PConc,Typ,640.0,3.0,3.0,Unf,3.0,Detchd,1950.0,1521,GasA,5,2Story,4.0,Lvl,Gtl,9720,Inside,60.0,Reg,70,RM,0.0,None,No Shed,9,OldTown,0,7,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,0,1910,2002,2009,2262.0,1.0
1823,362,0,No Alley,2,1Fam,3.0,1.0,Unf,2.0,N,Norm,Norm,SBrkr,1,2,3,AsbShng,AsbShng,No Fence,3.4429619746497666,0,CBlock,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,797,GasA,3,1Story,3.0,Lvl,Gtl,9392,Corner,72.0,Reg,30,C (all),0.0,None,No Shed,9,IDOTRR,1,3,3,N,0,CompShg,Mansard,Abnorml,,WD,0,Pave,5,0,1900,1950,2009,1042.0,1.0
1824,363,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,N,Norm,Norm,FuseA,0,3,3,MetalSd,MetalSd,GdWo,4.0,1,BrkTil,Typ,216.0,1.0,3.0,Unf,2.0,BuiltIn,1923.0,1432,GasA,3,1Story,4.0,Lvl,Gtl,6615,Inside,51.0,Reg,30,RL,0.0,None,No Shed,9,BrkSide,1,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1923,1950,2009,2454.0,1.0
1825,364,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,RRAn,Norm,SBrkr,0,3,3,WdShing,Wd Shng,No Fence,4.0,1,CBlock,Typ,336.0,1.0,3.0,Unf,3.0,Detchd,1955.0,1654,GasA,5,1.5Fin,3.0,Lvl,Gtl,4960,Inside,50.0,Reg,70,RL,0.0,None,No Shed,5,BrkSide,1,7,5,N,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,1930,1982,2009,1951.0,2.0
1826,365,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,1,3,3,Stucco,Stucco,No Fence,3.4429619746497666,0,BrkTil,Typ,320.0,1.0,3.0,Fin,3.0,Attchd,1924.0,1142,GasA,4,1.5Fin,3.0,Lvl,Gtl,6000,Corner,60.0,Reg,50,RM,444.0,BrkFace,No Shed,6,BrkSide,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1924,1950,2009,1610.0,1.0
1827,366,0,No Alley,2,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,MnPrv,3.4429619746497666,0,BrkTil,Typ,264.0,1.0,3.0,Unf,3.0,Detchd,1926.0,995,GasA,4,1Story,3.0,Lvl,Gtl,6120,Inside,51.0,Reg,30,RM,0.0,None,No Shed,3,BrkSide,1,6,5,Y,0,CompShg,Gable,Abnorml,,WD,0,Pave,5,0,1925,1999,2009,1955.0,1.0
1828,367,1,No Alley,3,1Fam,2.0,1.0,LwQ,3.0,Y,Norm,Norm,FuseA,1,3,3,Wd Sdng,Wd Sdng,No Fence,4.0,1,BrkTil,Typ,250.0,1.0,3.0,Unf,2.0,Detchd,1938.0,1582,GasA,3,1.5Fin,3.0,Lvl,Gtl,6120,Inside,51.0,Reg,50,RM,0.0,None,No Shed,2,BrkSide,0,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1938,1950,2009,2534.0,2.0
1829,368,0,No Alley,2,1Fam,3.0,1.0,LwQ,3.0,Y,Norm,Norm,SBrkr,1,2,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,Typ,1184.0,5.0,3.0,Unf,2.0,Detchd,1982.0,1072,GasA,3,1Story,3.0,Lvl,Gtl,8635,Inside,50.0,Reg,30,RM,0.0,None,No Shed,8,BrkSide,0,5,5,P,0,CompShg,Hip,Normal,,WD,0,Pave,5,0,1925,1950,2009,2144.0,2.0
1830,369,0,Grvl,3,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,FuseA,1,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,PConc,Typ,576.0,2.0,2.0,Unf,2.0,Detchd,1930.0,1768,GasA,4,2Story,3.0,Lvl,Gtl,8094,Inside,57.0,Reg,70,RM,0.0,None,No Shed,6,OldTown,0,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,0,1915,1950,2009,2816.0,2.0
1831,370,0,Grvl,3,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,Min2,216.0,1.0,3.0,Unf,3.0,Detchd,1915.0,1944,GasA,2,2Story,3.0,Lvl,Gtl,9928,Inside,68.0,Reg,70,RM,0.0,None,Shed,6,OldTown,1,8,7,N,0,CompShg,Gable,Normal,,WD,0,Pave,8,1,1915,1994,2009,2616.0,2.0
1832,371,0,Grvl,4,Duplex,2.0,1.0,Unf,3.0,N,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,Sev,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,2128,GasA,3,2Story,3.0,Bnk,Gtl,3000,Inside,50.0,Reg,90,RM,0.0,None,No Shed,9,OldTown,1,1,5,Y,0,CompShg,Hip,Abnorml,,WD,0,Pave,11,0,1922,1950,2009,3168.0,2.0
1833,372,0,No Alley,4,1Fam,2.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,1,3,3,Plywood,Plywood,MnPrv,3.4429619746497666,0,CBlock,Typ,316.0,1.0,3.0,Unf,3.0,Attchd,1927.0,1930,GasA,2,2Story,3.0,Lvl,Gtl,6876,Inside,57.0,Reg,70,RM,0.0,None,No Shed,8,IDOTRR,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,0,1927,1950,2009,2650.0,3.0
1834,373,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,Feedr,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,Typ,379.0,1.0,3.0,Unf,3.0,Attchd,1915.0,1427,GasA,5,2Story,4.0,Bnk,Mod,5775,Corner,60.0,IR2,70,RM,0.0,None,No Shed,2,OldTown,1,7,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,1915,2002,2009,1910.0,1.0
1835,374,0,No Alley,6,2fmCon,2.0,1.0,Rec,3.0,N,Feedr,Norm,FuseF,1,2,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,1864,GasA,3,2.5Unf,3.0,Bnk,Gtl,5852,Corner,41.0,IR3,190,RM,188.0,Stone,No Shed,5,OldTown,1,5,7,N,0,CompShg,Gable,Normal,,WD,0,Pave,9,0,1902,2000,2009,2884.0,2.5
1836,375,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,FuseA,1,2,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,Typ,384.0,1.0,3.0,Unf,2.0,Detchd,1927.0,1666,GasA,3,1.5Fin,3.0,Lvl,Gtl,5160,Corner,60.0,Reg,50,RM,0.0,None,No Shed,8,IDOTRR,0,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,4,0,1927,1950,2009,2870.0,1.0
1837,376,0,Grvl,1,1Fam,2.0,3.0,BLQ,4.0,Y,Norm,Norm,SBrkr,1,4,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,PConc,Min2,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,892,GasA,3,SFoyer,4.0,Lvl,Gtl,5160,Inside,86.0,Reg,85,RM,0.0,None,No Shed,7,IDOTRR,0,6,4,N,0,CompShg,Hip,Abnorml,,COD,1,Pave,5,0,1923,1950,2009,1750.0,2.0
1838,377,0,Grvl,3,2fmCon,3.0,1.0,Rec,3.0,Y,Artery,Norm,FuseF,1,4,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,Typ,308.0,1.0,3.0,Unf,3.0,Detchd,1915.0,1403,GasA,5,2Story,3.0,Bnk,Gtl,10320,Inside,60.0,Reg,190,RM,0.0,None,No Shed,2,IDOTRR,0,7,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,1915,1965,2009,2101.0,2.5
1839,378,0,No Alley,2,1Fam,3.0,1.0,Unf,2.0,Y,Norm,Norm,FuseA,1,4,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,Typ,220.0,1.0,3.0,Unf,3.0,CarPort,1946.0,704,GasA,5,1Story,2.0,Lvl,Gtl,4280,Inside,50.0,IR1,20,RL,0.0,None,No Shed,9,Sawyer,0,9,4,Y,0,CompShg,Gable,Normal,,WD,0,Pave,4,0,1946,2001,2009,1264.0,1.5
1840,379,0,No Alley,3,Duplex,4.0,4.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,No Fence,3.4429619746497666,0,CBlock,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,1200,GasA,3,1Story,3.0,Lvl,Gtl,10800,Inside,60.0,Reg,90,RL,0.0,None,No Shed,3,Edwards,0,5,5,Y,0,CompShg,Gable,Alloca,,WD,0,Pave,5,1,1987,1988,2009,2400.0,6.0
1841,380,0,No Alley,2,Duplex,4.0,4.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.4429619746497666,0,PConc,Typ,252.0,1.0,2.0,Unf,3.0,Detchd,1960.0,1152,GasA,3,SFoyer,3.0,Lvl,Gtl,10547,Inside,65.0,IR1,90,RL,0.0,None,No Shed,7,Edwards,0,5,5,N,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1978,1978,2009,2304.0,4.0
1842,381,0,No Alley,4,1Fam,3.0,1.0,Unf,3.0,N,Norm,Norm,FuseA,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,PConc,Typ,226.0,1.0,1.0,Unf,1.0,Detchd,1934.0,1112,GasA,3,1.5Fin,3.0,Lvl,Gtl,9780,Inside,60.0,Reg,50,RL,0.0,None,No Shed,3,Edwards,0,3,5,N,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1934,1950,2009,1697.0,3.0
1843,382,0,No Alley,3,1Fam,3.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,1.0,1,CBlock,Typ,668.0,1.0,3.0,Fin,3.0,Attchd,1984.0,1052,GasA,3,1Story,3.0,Lvl,Gtl,11625,Inside,75.0,Reg,20,RL,172.0,BrkFace,No Shed,4,Sawyer,1,6,5,Y,0,CompShg,Hip,Abnorml,,WD,0,Pave,6,0,1967,1967,2009,2104.0,1.5
1844,383,0,No Alley,3,1Fam,3.0,4.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,HdBoard,No Fence,2.0,1,CBlock,Typ,504.0,2.0,3.0,Fin,3.0,Basment,1978.0,1034,GasA,3,SFoyer,3.0,Lvl,Gtl,8014,CulDSac,72.0,IR1,85,RL,23.0,BrkFace,No Shed,6,Sawyer,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1978,1978,2009,1490.0,1.5
1845,384,0,No Alley,4,1Fam,4.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.0,1,CBlock,Typ,384.0,1.0,3.0,Unf,3.0,Attchd,1961.0,1774,GasA,3,SLvl,3.0,Lvl,Gtl,15400,Inside,88.0,Reg,80,RL,0.0,None,No Shed,7,Sawyer,1,5,5,Y,0,CompShg,Hip,Normal,,WD,0,Pave,8,1,1961,1961,2009,2067.0,2.0
1846,385,0,No Alley,3,1Fam,3.0,3.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,3.0,1,CBlock,Typ,480.0,2.0,3.0,RFn,3.0,Attchd,1960.0,1138,GasA,5,SLvl,3.0,Lvl,Gtl,15312,Inside,88.0,Reg,80,RL,54.0,BrkFace,No Shed,3,Sawyer,0,5,6,Y,0,CompShg,Hip,Normal,,COD,1,Pave,6,0,1960,1960,2009,2276.0,1.5
1847,386,0,No Alley,4,1Fam,3.0,2.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.0,1,CBlock,Typ,336.0,1.0,3.0,Unf,3.0,Attchd,1956.0,2071,GasA,5,SLvl,3.0,Lvl,Gtl,15584,Inside,80.5,Reg,80,RL,366.0,BrkFace,No Shed,10,ClearCr,1,5,5,Y,0,CompShg,Hip,Normal,,WD,0,Pave,9,1,1956,1956,2009,2896.0,2.0
1848,387,0,No Alley,2,1Fam,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,N,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,Slab,Min2,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,660,GasA,2,1Story,2.0,Lvl,Gtl,9000,Corner,72.0,Reg,20,RL,0.0,None,No Shed,6,Sawyer,0,2,2,N,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1947,1950,2009,660.0,1.0
1849,388,0,No Alley,2,1Fam,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,Y,Norm,Norm,SBrkr,1,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,Mod,498.0,2.0,3.0,Unf,2.0,Attchd,1980.0,1383,GasA,3,1Story,3.0,Lvl,Gtl,15635,CulDSac,65.0,IR1,20,RL,0.0,None,No Shed,10,Edwards,0,5,4,Y,0,CompShg,Gable,Normal,,WD,1,Pave,6,0,1954,1954,2009,1383.0,1.0
1850,389,0,No Alley,2,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,FuseA,0,3,3,MetalSd,MetalSd,GdPrv,3.4429619746497666,0,CBlock,Typ,340.0,1.0,3.0,Unf,3.0,Attchd,1956.0,1073,GasA,3,1Story,3.0,Lvl,Gtl,9571,Inside,68.0,Reg,20,RL,0.0,None,No Shed,2,Edwards,0,5,5,Y,0,CompShg,Hip,Normal,,WD,0,Pave,5,0,1956,1956,2009,2146.0,2.0
1851,390,0,No Alley,3,1Fam,3.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,4.0,1,CBlock,Typ,240.0,1.0,3.0,Unf,3.0,Detchd,1946.0,1639,GasA,5,2Story,4.0,Bnk,Gtl,9350,Inside,50.0,Reg,60,RL,0.0,None,No Shed,7,Edwards,1,7,6,Y,0,CompShg,Hip,Normal,,WD,0,Pave,6,0,1946,1950,2009,2386.0,1.5
1852,391,0,No Alley,3,1Fam,3.0,1.0,BLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,4.0,1,CBlock,Typ,252.0,1.0,3.0,RFn,3.0,Detchd,1954.0,1089,GasW,3,1Story,3.0,Lvl,Gtl,7440,Inside,62.0,Reg,20,RL,0.0,None,No Shed,9,Edwards,0,6,5,P,0,CompShg,Gable,Normal,,WD,0,Pave,5,1,1954,1954,2009,2178.0,2.0
1853,392,0,No Alley,2,TwnhsE,3.0,2.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,Typ,266.0,1.0,3.0,Fin,3.0,Attchd,1984.0,1049,GasA,3,1Story,4.0,Lvl,Gtl,4235,Inside,42.0,Reg,120,RL,149.0,BrkFace,No Shed,2,Edwards,1,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1984,1984,2009,2098.0,3.0
1854,393,0,No Alley,1,1Fam,3.0,1.0,GLQ,4.0,Y,Feedr,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3.4429619746497666,0,PConc,Typ,462.0,2.0,3.0,Unf,3.0,Attchd,1990.0,1061,GasA,4,SLvl,4.0,Lvl,Gtl,10778,Inside,74.0,IR1,80,RL,0.0,None,No Shed,7,SawyerW,1,6,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,4,1,1990,1991,2009,2115.0,2.5
1855,394,0,No Alley,2,1Fam,3.0,3.0,Rec,4.0,Y,Norm,Norm,SBrkr,0,3,4,Wd Sdng,Wd Sdng,No Fence,1.0,1,CBlock,Min2,576.0,2.0,3.0,Unf,3.0,Attchd,1983.0,1338,GasA,4,SLvl,4.0,Lvl,Gtl,19255,Inside,66.0,IR1,80,RL,100.0,BrkFace,Shed,9,SawyerW,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1983,1983,2009,1858.0,1.5
1856,395,0,No Alley,3,1Fam,4.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,1,4,4,VinylSd,VinylSd,MnPrv,3.0,1,PConc,Typ,473.0,2.0,3.0,RFn,3.0,Attchd,1993.0,1879,GasA,5,2Story,4.0,Lvl,Gtl,10560,Corner,85.0,Reg,60,RL,0.0,None,No Shed,8,SawyerW,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,1,1993,1994,2009,2958.0,3.5
1857,396,0,No Alley,4,1Fam,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,Y,Feedr,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3.0,1,PConc,Mod,576.0,2.0,3.0,Unf,3.0,Attchd,1900.0,2016,GasA,5,2Story,3.0,Bnk,Gtl,26400,FR2,120.0,Reg,70,RL,0.0,None,No Shed,6,SawyerW,0,7,5,P,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,1880,2007,2009,2016.0,1.0
1858,397,0,No Alley,6,Duplex,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,Y,Feedr,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,Slab,Typ,720.0,2.0,3.0,Unf,3.0,Detchd,1979.0,2228,GasA,3,2Story,3.0,Lvl,Gtl,7018,Inside,64.0,Reg,90,RL,0.0,None,No Shed,6,SawyerW,0,5,5,Y,0,CompShg,Gable,Alloca,,WD,0,Pave,8,1,1979,1979,2009,2228.0,2.0
1859,398,0,No Alley,4,Duplex,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,GdPrv,3.4429619746497666,0,Slab,Typ,400.0,2.0,3.0,Unf,3.0,Attchd,1979.0,1535,GasA,3,1Story,3.0,Bnk,Gtl,7018,Inside,64.0,Reg,90,RL,0.0,None,No Shed,6,SawyerW,0,5,5,Y,0,CompShg,Gable,Alloca,,WD,0,Pave,8,0,1979,1979,2009,1535.0,2.0
1860,399,0,No Alley,2,Duplex,3.0,3.0,GLQ,4.0,Y,Feedr,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.0,2,CBlock,Typ,672.0,2.0,3.0,Unf,3.0,Detchd,1979.0,1229,GasA,3,SFoyer,4.0,Lvl,Gtl,7040,Inside,64.0,Reg,90,RL,216.0,BrkFace,No Shed,6,SawyerW,0,5,5,Y,0,CompShg,Gable,Alloca,,WD,0,Pave,6,1,1979,1979,2009,2323.0,3.0
1861,400,0,No Alley,4,Duplex,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,Slab,Typ,400.0,2.0,3.0,Unf,3.0,Attchd,1979.0,1513,GasA,3,1Story,3.0,Bnk,Gtl,7007,Inside,64.0,Reg,90,RL,0.0,None,No Shed,6,SawyerW,0,5,5,Y,0,CompShg,Gable,Alloca,,WD,0,Pave,8,0,1979,1979,2009,1513.0,2.0
1862,401,0,No Alley,6,Duplex,3.0,1.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.0,2,PConc,Typ,820.0,4.0,3.0,Fin,3.0,BuiltIn,2000.0,2787,GasA,5,2Story,3.0,Lvl,Gtl,11855,Inside,67.0,Reg,90,RL,23.0,BrkFace,No Shed,10,SawyerW,0,5,7,Y,0,CompShg,Hip,Normal,,WD,0,Pave,8,1,2000,2000,2009,3955.0,7.0
1863,402,0,No Alley,6,Duplex,3.0,1.0,GLQ,5.0,Y,Feedr,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.0,2,PConc,Typ,820.0,4.0,3.0,Fin,3.0,BuiltIn,2000.0,2787,GasA,5,2Story,3.0,Lvl,Gtl,7939,Inside,67.0,Reg,90,RL,23.0,BrkFace,No Shed,10,SawyerW,0,5,7,Y,0,CompShg,Hip,Normal,,WD,0,Pave,8,1,2000,2000,2009,3955.0,7.0
1864,403,0,No Alley,6,Duplex,3.0,1.0,GLQ,5.0,Y,Feedr,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.0,2,PConc,Typ,820.0,4.0,3.0,Fin,3.0,BuiltIn,2000.0,2787,GasA,5,2Story,3.0,Lvl,Gtl,7976,Inside,67.0,Reg,90,RL,23.0,BrkFace,No Shed,10,SawyerW,0,5,7,Y,0,CompShg,Hip,Normal,,WD,0,Pave,8,1,2000,2000,2009,3955.0,7.0
1865,404,0,No Alley,1,1Fam,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,5,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,1138.0,3.0,3.0,Fin,3.0,Attchd,2009.0,1680,GasA,5,1Story,5.0,Lvl,Gtl,10933,Inside,84.0,Reg,20,RL,242.0,Stone,No Shed,7,CollgCr,1,5,9,Y,0,CompShg,Hip,Partial,,New,0,Pave,8,1,2009,2009,2009,3235.0,2.5
1866,405,0,No Alley,3,1Fam,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,5,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,846.0,3.0,3.0,RFn,3.0,Attchd,2008.0,1720,GasA,5,1Story,5.0,Lvl,Gtl,10816,Inside,65.0,IR1,20,RL,364.0,Stone,No Shed,11,CollgCr,1,5,9,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,1,2008,2008,2009,3440.0,3.0
1867,406,0,No Alley,3,1Fam,3.0,3.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,904.0,3.0,3.0,RFn,3.0,Attchd,2008.0,1468,GasA,5,1Story,4.0,Lvl,Gtl,9178,Inside,71.0,Reg,20,RL,0.0,None,No Shed,6,CollgCr,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,2008,2008,2009,2936.0,2.0
1868,407,0,No Alley,3,1Fam,3.0,3.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,2,PConc,Typ,524.0,2.0,3.0,RFn,3.0,Attchd,2007.0,1838,GasA,5,1Story,4.0,Lvl,Gtl,11422,Inside,77.0,IR1,20,RL,352.0,Stone,No Shed,4,CollgCr,1,5,8,Y,0,CompShg,Hip,Normal,,WD,0,Pave,7,1,2007,2008,2009,3676.0,3.0
1869,408,0,No Alley,2,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,662.0,2.0,3.0,RFn,3.0,Attchd,2007.0,1290,GasA,5,1Story,4.0,Lvl,Gtl,6762,Inside,64.0,Reg,20,RL,0.0,None,No Shed,5,CollgCr,0,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,2007,2007,2009,2572.0,3.0
1870,409,0,No Alley,2,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,810.0,3.0,3.0,RFn,3.0,Attchd,2008.0,1254,GasA,5,1Story,4.0,Lvl,Gtl,10324,Corner,95.0,IR1,20,RL,140.0,BrkFace,No Shed,3,CollgCr,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1,2008,2008,2009,2508.0,3.0
1871,410,0,No Alley,3,1Fam,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,844.0,3.0,3.0,Fin,3.0,Attchd,2005.0,1498,GasA,5,1Story,4.0,Lvl,Gtl,11645,Inside,78.0,Reg,20,RL,76.0,Stone,No Shed,3,CollgCr,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,2005,2006,2009,2996.0,2.0
1872,411,0,No Alley,3,1Fam,3.0,3.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,440.0,2.0,3.0,Fin,3.0,Attchd,2005.0,1422,GasA,5,2Story,4.0,Lvl,Gtl,11646,Inside,79.0,IR1,60,RL,0.0,None,No Shed,7,CollgCr,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,2005,2006,2009,2126.0,2.5
1873,412,0,No Alley,3,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,525.0,2.0,3.0,Unf,3.0,Attchd,1992.0,1759,GasA,4,2Story,4.0,HLS,Mod,16698,CulDSac,80.5,IR1,60,RL,0.0,None,No Shed,6,ClearCr,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,1992,1993,2009,3208.0,3.5
