,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
658,659,50,RL,78.0,17503,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,Unf,912,GasA,3,Y,SBrkr,912,546,1458,0,1,1,0,3,3,6,Typ,1,4,Attchd,1948.0,Unf,1,330,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,1,2010,WD,Abnorml,11.487607656985938
659,660,20,RL,75.0,9937,Pave,No Alley,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,BLQ,1486,GasA,5,Y,SBrkr,1486,0,1486,1,0,1,0,3,3,7,Typ,0,3.461038961038961,Detchd,1968.0,Fin,2,480,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,3,2009,WD,Normal,12.025749091398891
660,661,60,RL,80.0,12384,Pave,No Alley,Reg,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,3,3,CBlock,4,3,1,Unf,793,GasA,3,Y,SBrkr,1142,793,1935,0,0,2,1,3,3,7,Typ,1,3,Attchd,1976.0,RFn,2,550,3,3,Y,0,1,1,0,0,0,No Fence,No Shed,11,2007,WD,Normal,12.195517131590657
661,662,60,RL,52.0,46589,Pave,No Alley,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,4,3,PConc,4,4,1,GLQ,1629,GasA,5,Y,SBrkr,1686,762,2448,1,0,2,1,4,4,8,Typ,1,3,Attchd,1994.0,RFn,3,711,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,12.904207367601158
662,663,20,RL,120.0,13560,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,3,3,CBlock,2,2,1,Unf,1392,GasA,4,Y,SBrkr,1392,0,1392,1,0,1,0,2,3,5,Maj2,2,3,Attchd,1968.0,RFn,2,576,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.608235644774552
663,664,85,RL,90.0,10012,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,BLQ,1138,GasA,3,Y,SBrkr,1181,0,1181,1,0,2,0,3,3,6,Typ,0,3.461038961038961,Detchd,1974.0,RFn,2,588,3,3,Y,0,0,1,0,0,0,MnPrv,No Shed,4,2008,WD,Normal,11.831379196088763
664,665,20,RL,49.0,20896,Pave,No Alley,IR2,Lvl,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,2,GLQ,2077,GasA,5,Y,SBrkr,2097,0,2097,1,0,1,1,1,5,8,Typ,1,5,Attchd,2005.0,Fin,3,1134,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,1,2006,New,Partial,12.955127458028414
665,666,60,RL,106.0,11194,Pave,No Alley,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,1,Unf,1406,GasA,5,Y,SBrkr,1454,482,1936,0,0,2,1,3,4,7,Typ,1,3,Attchd,2000.0,RFn,2,504,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,11,2006,WD,Normal,12.348006141418841
666,667,60,RL,73.0,18450,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,3,4,CBlock,4,3,1,LwQ,1021,GasA,3,Y,SBrkr,1465,915,2380,0,0,2,1,3,3,7,Sev,1,1,CarPort,1965.0,Unf,2,596,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,8,2007,WD,Abnorml,11.76756768334381
667,668,20,RL,65.0,8125,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,3,3,PConc,4,3,1,GLQ,1408,GasA,5,Y,SBrkr,1679,0,1679,1,0,2,0,3,4,7,Typ,1,2,Attchd,1994.0,RFn,2,575,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2008,WD,Normal,12.173032791451973
668,669,20,RL,71.0,14175,Pave,No Alley,Reg,Bnk,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Rec,1188,GasA,4,Y,SBrkr,1437,0,1437,1,0,1,1,3,3,6,Min2,1,3,Detchd,1999.0,Unf,2,576,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,11,2006,WD,Normal,12.031719258385396
669,670,30,RL,80.0,11600,Pave,No Alley,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,Unf,700,GasA,5,Y,SBrkr,1180,0,1180,0,0,1,0,2,2,5,Typ,1,4,Detchd,1922.0,Unf,1,252,3,2,Y,0,0,1,0,0,0,No Fence,No Shed,7,2006,WD,Normal,11.831379196088763
670,671,60,RL,64.0,8633,Pave,No Alley,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,738,GasA,5,Y,SBrkr,738,738,1476,1,0,2,1,3,4,7,Typ,0,3.461038961038961,Attchd,2005.0,Fin,2,540,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,2,2009,WD,Normal,12.063932878369052
671,672,70,RH,54.0,6629,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,BLQ,672,GasA,3,N,SBrkr,697,672,1369,1,0,2,0,3,3,6,Typ,0,3.461038961038961,Detchd,1930.0,Unf,1,300,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.54829260880752
672,673,20,RL,68.0,11250,Pave,No Alley,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,CBlock,4,3,1,ALQ,1208,GasA,3,Y,SBrkr,1208,0,1208,1,0,1,1,3,3,6,Typ,1,3,Attchd,1977.0,RFn,2,546,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,12.013700752882718
673,674,20,RL,110.0,14442,Pave,No Alley,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,3,3,PConc,3,3,1,GLQ,1477,GasA,5,Y,SBrkr,1839,0,1839,1,0,2,0,3,4,7,Typ,2,3,Attchd,1957.0,Fin,2,416,3,3,Y,0,1,0,0,1,0,No Fence,No Shed,6,2007,WD,Normal,12.458774999085929
674,675,20,RL,80.0,9200,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Rec,1136,GasA,3,Y,SBrkr,1136,0,1136,1,0,1,0,3,3,5,Typ,1,4,Attchd,1965.0,RFn,1,384,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,11.84939770159144
675,676,160,RL,24.0,2289,Pave,No Alley,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,1,ALQ,855,GasA,3,Y,SBrkr,855,586,1441,0,0,2,1,3,3,7,Typ,1,3,Attchd,1978.0,Unf,2,440,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,4,2009,WD,Normal,11.908340237224891
676,677,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,3,3,BrkTil,3,2,1,Unf,1095,GasW,2,N,SBrkr,1095,679,1774,1,0,2,0,4,3,8,Min2,0,3.461038961038961,2Types,1920.0,Unf,3,779,2,2,N,0,0,1,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.37366339763672
677,678,30,RL,52.0,9022,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3,3,1,Unf,768,GasA,5,Y,SBrkr,792,0,792,0,0,1,0,2,4,5,Typ,0,3.461038961038961,Detchd,1924.0,Unf,1,240,2,2,N,1,0,1,0,0,0,No Fence,No Shed,5,2009,WD,Normal,11.603679828238693
678,679,20,RL,80.0,11844,Pave,No Alley,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,4,3,PConc,5,3,2,Unf,2046,GasA,5,Y,SBrkr,2046,0,2046,0,0,2,1,3,4,7,Typ,1,4,Attchd,2008.0,Fin,3,834,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2009,New,Partial,12.827992316801751
679,680,20,RL,71.0,9945,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,3,3,CBlock,3,3,1,Rec,988,GasA,3,Y,SBrkr,988,0,988,1,0,1,0,3,3,5,Typ,0,3.461038961038961,Detchd,1963.0,Unf,2,572,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,10,2007,WD,Normal,11.763684183317412
680,681,120,RL,50.0,8012,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,BLQ,923,GasA,3,Y,SBrkr,923,0,923,0,0,2,0,2,3,5,Typ,1,3,Attchd,1980.0,RFn,1,264,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.870599909242044
681,682,50,RH,55.0,4500,Pave,Pave,IR2,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,3,3,BrkTil,3,3,1,Rec,793,GasA,5,Y,SBrkr,848,672,1520,0,0,1,0,3,3,6,Typ,0,3.461038961038961,Detchd,1968.0,Unf,1,281,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,7,2009,WD,Abnorml,11.979385322467598
682,683,120,RL,80.0,2887,Pave,No Alley,Reg,HLS,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,2,GLQ,1291,GasA,5,Y,SBrkr,1291,0,1291,1,0,1,0,2,4,6,Typ,1,4,Attchd,1996.0,Unf,2,431,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,11,2008,WD,Normal,12.061046873479915
683,684,20,RL,90.0,11248,Pave,No Alley,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,4,3,PConc,4,3,3,GLQ,1626,GasA,5,Y,SBrkr,1668,0,1668,1,0,2,0,3,4,7,Typ,1,3,Attchd,2002.0,Fin,3,702,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.560244459250788
684,685,60,RL,58.0,16770,Pave,No Alley,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,4,3,PConc,4,3,1,Unf,1195,GasA,4,Y,SBrkr,1195,644,1839,0,0,2,1,4,3,7,Typ,0,3.461038961038961,Attchd,1998.0,Fin,2,486,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,12.30591798049989
685,686,160,RL,61.5,5062,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,2,GLQ,1190,GasA,4,Y,SBrkr,1190,900,2090,1,0,2,0,3,4,6,Min1,1,3,Attchd,1984.0,Fin,2,577,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,9,2007,WD,Normal,12.24288661865289
686,687,60,FV,84.0,10207,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,874,GasA,5,Y,SBrkr,874,887,1761,0,0,3,0,3,4,7,Typ,0,3.461038961038961,Attchd,2007.0,Fin,2,578,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2007,New,Partial,12.336552511980964
687,688,160,FV,73.5,5105,Pave,No Alley,IR2,Lvl,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,GLQ,551,GasA,5,Y,SBrkr,551,551,1102,0,0,2,1,2,4,4,Typ,0,3.461038961038961,Detchd,2004.0,Unf,2,480,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2007,WD,Normal,11.910358401381128
688,689,20,RL,60.0,8089,Pave,No Alley,Reg,HLS,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,3,GLQ,1419,GasA,5,Y,SBrkr,1419,0,1419,1,0,2,0,2,4,7,Typ,1,4,Attchd,2007.0,RFn,2,567,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,10,2007,New,Partial,12.8790171187726
689,690,120,RL,61.0,7577,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,3,ALQ,1362,GasA,5,Y,SBrkr,1362,0,1362,0,0,2,0,2,4,6,Typ,1,4,Attchd,2005.0,RFn,2,460,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,12.17921519136029
690,691,120,RM,70.0,4426,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,4,3,PConc,4,3,4,GLQ,848,GasA,5,Y,SBrkr,848,0,848,1,0,1,0,1,4,3,Typ,1,3,Attchd,2004.0,RFn,2,420,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2008,WD,Normal,11.856515169360305
691,692,60,RL,104.0,21535,Pave,No Alley,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,5,3,PConc,5,3,4,GLQ,2444,GasA,5,Y,SBrkr,2444,1872,4316,0,1,3,1,4,5,10,Typ,2,5,Attchd,1994.0,Fin,3,832,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,1,2007,WD,Normal,13.534473028231162
692,693,60,RL,42.0,26178,Pave,No Alley,IR1,Lvl,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,4,3,PConc,4,3,4,GLQ,1210,GasA,5,Y,SBrkr,1238,1281,2519,1,0,2,1,4,4,9,Typ,2,4,Attchd,1989.0,RFn,2,628,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2006,WD,Normal,12.721885810807203
693,694,30,RL,60.0,5400,Pave,No Alley,Reg,Lvl,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,1073,GasA,5,Y,SBrkr,1073,0,1073,0,0,1,0,2,3,4,Typ,0,3.461038961038961,Detchd,1968.0,Unf,1,326,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,12,2006,WD,Abnorml,11.594321103174222
694,695,50,RM,51.0,6120,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,1,Unf,927,GasA,3,Y,SBrkr,1067,472,1539,0,0,1,1,3,3,5,Typ,0,3.461038961038961,Detchd,1995.0,Unf,2,576,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,4,2009,WD,Normal,11.86005499606543
695,696,20,RL,54.0,13811,Pave,No Alley,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,4,1,GLQ,1112,GasA,4,Y,SBrkr,1137,0,1137,1,0,2,0,2,4,5,Typ,1,3,Attchd,1987.0,Unf,2,551,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,12.078239274020289
696,697,30,RM,50.0,6000,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,1,LwQ,616,GasA,4,Y,SBrkr,616,0,616,0,0,1,0,2,3,4,Typ,0,3.461038961038961,Detchd,1921.0,Unf,1,205,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,6,2006,WD,Normal,11.396391648714276
697,698,20,RL,57.0,6420,Pave,No Alley,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,5,4,2,LwQ,980,GasA,2,Y,FuseA,1148,0,1148,0,1,1,0,2,3,6,Typ,0,3.461038961038961,Detchd,1952.0,Unf,1,308,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,9,2006,WD,Normal,11.72399643505017
698,699,20,RL,65.0,8450,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,GLQ,894,GasA,5,Y,SBrkr,894,0,894,1,0,1,0,3,3,5,Typ,1,4,Detchd,1973.0,Unf,1,336,3,3,Y,1,1,0,0,0,0,MnPrv,No Shed,4,2010,WD,Normal,11.83862560460953
699,700,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,2,GLQ,1391,GasA,5,Y,SBrkr,1391,0,1391,0,0,2,0,2,4,5,Typ,0,3.461038961038961,Attchd,2004.0,RFn,2,530,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.185869938212655
700,701,20,RL,85.0,14331,Pave,No Alley,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,4,GLQ,1800,GasA,5,Y,SBrkr,1800,0,1800,1,0,2,0,3,4,7,Typ,1,4,Attchd,2002.0,Fin,3,765,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,12.652359748158593
701,702,20,RL,80.0,9600,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,1,Unf,1164,GasA,3,Y,SBrkr,1164,0,1164,0,0,1,1,3,3,6,Typ,0,3.461038961038961,Attchd,1969.0,Unf,2,528,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,7,2006,COD,Normal,11.84939770159144
702,703,60,RL,82.0,12438,Pave,No Alley,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,5,3,PConc,5,4,1,Unf,1234,GasA,5,Y,SBrkr,1264,1312,2576,0,0,2,1,4,5,10,Typ,1,4,BuiltIn,2006.0,Fin,3,666,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2006,New,Partial,12.799175708864519
703,704,190,RM,76.0,7630,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,1,Unf,360,GasA,4,Y,SBrkr,1032,780,1812,0,0,2,0,4,4,8,Typ,1,1,Detchd,1999.0,Unf,2,672,3,3,N,1,0,1,0,0,0,MnPrv,No Shed,5,2010,WD,Normal,11.84939770159144
704,705,20,RL,70.0,8400,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,3,GLQ,1473,GasA,5,Y,SBrkr,1484,0,1484,1,0,2,0,3,4,7,Typ,0,3.461038961038961,Attchd,2004.0,RFn,2,606,3,3,Y,0,1,0,1,0,0,No Fence,No Shed,5,2010,WD,Normal,12.269047444691562
705,706,190,RM,70.0,5600,Pave,No Alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,2,2,Slab,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,GasA,2,N,SBrkr,372,720,1092,0,0,2,0,3,2,7,Mod,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,0,0,0,0,0,0,No Fence,No Shed,7,2010,WD,Normal,10.915088464214607
706,707,20,RL,80.0,115149,Pave,No Alley,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,3,3,CBlock,4,3,4,GLQ,1643,GasA,3,Y,SBrkr,1824,0,1824,1,0,2,0,2,4,5,Typ,2,3,Attchd,1971.0,Unf,2,739,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,12.618182296357007
707,708,120,RL,48.0,6240,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,1,GLQ,1324,GasA,5,Y,SBrkr,1324,0,1324,1,0,2,0,2,4,6,Typ,1,4,Attchd,2006.0,Fin,2,550,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,12,2009,WD,Normal,12.445089546000673
708,709,60,RL,65.0,9018,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,Unf,728,GasA,5,Y,SBrkr,728,728,1456,0,0,2,1,3,4,8,Typ,1,4,Attchd,2007.0,Fin,2,400,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2007,New,Partial,12.09815330331068
709,710,20,RL,71.0,7162,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,1,Unf,876,GasA,3,Y,SBrkr,904,0,904,0,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1966.0,Unf,1,408,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,12,2008,WD,Abnorml,11.607326140391713
710,711,30,RL,56.0,4130,Pave,No Alley,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,Unf,270,GasA,4,Y,SBrkr,729,0,729,0,0,1,0,2,3,5,Maj2,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,0,0,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,10.858998997563564
711,712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Stone,3,3,2,Unf,859,GasA,4,Y,SBrkr,859,319,1178,0,0,1,0,2,3,7,Typ,0,3.461038961038961,Detchd,1964.0,RFn,1,384,3,3,N,1,0,1,0,0,0,No Fence,No Shed,1,2010,WD,Abnorml,11.540307141711446
712,713,120,RL,40.0,4671,Pave,No Alley,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,GLQ,1228,GasA,4,Y,SBrkr,1228,0,1228,1,0,2,0,2,4,5,Typ,1,4,Attchd,1988.0,Fin,2,472,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2008,WD,Normal,12.14950229404178
